RecipeId,Name,CookMins,PrepMins,TotalMins,IngredientList,Quantities,Keywords,Images,RecipeCategory,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
89288,Wild Mushroom Dip,35,10,45,"[""unsalted butter"", ""cremini mushroom"", ""shiitake mushroom"", ""yellow onion"", ""shallots"", ""red bell pepper"", ""flour"", ""white wine"", ""heavy cream"", ""parsley"", ""fresh chives""]","[""6"", ""1"", ""1/2"", ""1"", ""2"", ""1"", ""3/4"", ""2"", ""1/4"", ""1"", ""1/2"", ""1/4"", ""1""]","[""Low Protein"", ""Savory"", ""< 60 Mins""]",[],Vegetable,481.5,31.5,18.6,131.7,205.8,38.5,4.0,7.9,11.9,"[""In a large skillet over medium heat melt butter."", ""Saut\u00e9 mushrooms, onion, shallots, and bell pepper until tender Add flour and cook 3 minutes stirring constantly."", ""Whisk in chicken stock and cook until thickened."", ""About 10 minutes."", ""Stir in wine, and reduce heat."", ""Simmer 20 minutes."", ""In a small bowl mix egg yolk and cream."", ""Whisk into mushroom mixture."", ""Salt and pepper to taste."", ""Stir in chives and parsley."", ""Serve hot.""]"
56874,Teriyaki Stir-Grilled Mahi-Mahi With Island Salsa,10,30,40,"[""mahi mahi fillets"", ""dry sherry"", ""garlic cloves"", ""papaya"", ""mango"", ""grapefruit"", ""orange"", ""red onion"", ""green pepper"", ""cilantro"", ""fresh mint leaves"", ""fresh lime juice"", ""fresh lemon juice"", ""red pepper flakes""]","[""1 1/2"", ""3/4"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""1"", ""1"", ""1""]","[""< 60 Mins""]",[],Mahi Mahi,319.1,1.7,0.4,124.1,2226.0,37.9,4.0,23.6,36.6,"[""For salsa: add all ingredients together in a bowl; taste and see if you want to add salt (this is one of the few things I don't add salt to)."", ""Refrigerate for 1 hour."", ""Put cubed fish in a heavy-duty zip-lock plastic bag; add the teriyaki, sherry, and garlic."", ""Seal bag and shake to coat fish."", ""Marinate for 30 minutes."", ""Pour fish into a wok made for the grill and let drain over the sink."", ""Place wok on grill over hot coals; stir grill for 7-8 minutes, tossing with wooden utensils (I use wooden spoons)."", ""Can close the grill lid for 2-3 minutes to heat thoroughly."", ""Fish is done when they are easily flaked with a fork."", ""Serve with salsa.""]"
532351,Molten Caramel Cakes,25,,25,"[""white chocolate"", ""butter"", ""eggs"", ""sugar"", ""all-purpose flour"", ""sea salt""]","[""2"", ""1/4"", ""2"", ""4"", ""1/4"", ""1""]","[""Sweet"", ""< 30 Mins"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/33186/COWOG0z3ReWqaEeut7pu_CCCDO406_Molten-Caramel-Cakes_s4x3.jpg.rend.hgtvcom.616.462.jpeg""]",Dessert,35.8,2.4,0.8,93.0,35.5,0.2,0.0,0.1,3.1,"[""Melt the white chocolate with the butter in a saucepan over low heat. Add the dulce de leche and stir until incorporated. Remove from the heat and set aside."", ""Preheat the oven to 425 degrees F (220 degrees C)."", ""Using a stand or hand mixer, beat the eggs with the sugar until the mixture is pale and has doubled in volume. Gradually add the white chocolate mixture, and then the flour. Take your time to avoid lumps."", ""Divide the batter among 6 ramekins."", ""Bake until the cakes are golden brown and the centers are still soft, about 15 minutes. Sprinkle with sea salt and serve.""]"
403792,Easy Roasted Carrot Ginger Soup With Greek Yogurt and Croutons,40,15,55,"[""carrot"", ""garlic cloves"", ""shallots"", ""olive oil"", ""coarse salt"", ""fresh cracked pepper"", ""fresh ginger"", ""soy sauce"", ""crouton""]","[""3/4"", ""1"", ""4"", ""2"", ""4"", ""2"", ""1 1/2"", ""1"", ""1"", ""1/4"", ""1""]","[""Vegan"", ""< 60 Mins""]",[],Vegetable,413.4,28.7,4.1,0.0,237.7,37.4,7.0,10.4,5.0,"[""Preheat the oven to 400 degrees."", ""Dice the pepper and the carrots and halve the garlic cloves. Toss with olive oil, salt, and pepper, and spread on a baking sheet in a single layer."", ""Roast the veggies for 40 minutes, or until they start to get brown and caramelize. Stir once or twice during roasting."", ""Put grated ginger, stock, and a glug or two of soy sauce into the food processor. Add some hot sauce if you like it spicy."", ""Put all the roasted veggies into the food processor and puree until smooth."", ""At this point the soup will have cooled down a bit, so you can either pop it in the microwave or put it in a pot on the stove for a few minutes to warm it up."", ""Serve with a dollop of greek yogurt on top and lots of crunchy croutons!""]"
95523,Milky Way Balls,,25,25,"[""butter"", ""marshmallows""]","[""1/4"", ""18"", ""3"", ""2 1/2""]","[""Dessert"", ""Kid Friendly"", ""< 30 Mins"", ""Easy""]",[],Candy,82.3,3.3,1.9,6.2,63.5,13.4,0.2,9.1,0.7,"[""Melt the butter in a large saucepan over low heat."", ""Add the marshmallows and Milky Ways, stirring, until the mixture is smooth."", ""Stir in the cereal."", ""Lightly butter your hands; roll the Milky Way mixture into balls."", ""(**You can, at this point, roll the candy into powdered sugar, cocoa powder, or a mixture of the two, if desired.**)."", ""Let candy cool on waxed paper."", ""Store in an airtight container.""]"
123901,San  Francisco Pork Chops,30,10,40,"[""garlic cloves"", ""chicken broth"", ""dry sherry"", ""brown sugar"", ""cornstarch"", ""soy sauce"", ""crushed red pepper flakes"", ""water""]","[""4"", ""3"", ""4"", ""2"", ""2"", ""1"", ""2"", ""4"", ""1/4 - 1/2"", ""2""]","[""Pork"", ""Meat"", ""High Protein"", ""High In..."", ""Savory"", ""< 60 Mins"", ""Beginner Cook"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/39/01/pic0jZcdQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/39/01/pic331ro4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/39/01/pic5nJO84.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/39/01/picdfOsRt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/39/01/pic305xca.jpg""]",One Dish Meal,436.2,23.7,6.7,137.3,1162.4,9.8,0.2,7.1,43.6,"[""Trim fat from pork chops."", ""Heat 1 T oil in skillet. Brown chops on both sides."", ""Remove chops and saute garlic for one minute being careful not to burn."", ""Combine 2 t oil, sherry or broth, soy sauce, brown sugar, and pepper flakes."", ""Return chops to skillet.Pour mixture over top. Cover tightly."", ""Simmer over low heat till chops are tender and cooked through (30-35 minutes)."", ""Add 1-2 t water, if needed, to keep sauce from cooking down to much or burning. Turn chops once."", ""Remove chops to platter. Stir in cornstarch (dissolved in 2 T water)."", ""Cook till thickened. Pour over chops and serve with buttered egg noodles.""]"
257888,Balsamic Vinegar Glaze,12,5,17,"[""brown sugar""]","[""1"", ""2""]","[""< 30 Mins"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/78/88/wWN1MUbNSM2dj2wRBvqQ_5DC90DBA-C55A-4B43-8330-04DEFE8AD9B3.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/78/88/PGfD0WVwTYCBbSmEKMzR_IMG_1742.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/78/88/PGfD0WVwTYCBbSmEKMzR_IMG_1742.JPG""]",Sauces,52.0,0.0,0.0,0.0,5.4,13.4,0.0,13.3,0.0,"[""Combine Vinegar and sugar in a small saucepan.  Cook, stirring, over low heat for 4 minutes or until sugar has dissolved.  Bring to a boil.  Reduce heat to medium.  Simmer for 8 minutes or until reduced by one-third and slightly thick.""]"
291969,Goldschlager Lemondrop,,2,2,[],"[""30"", ""60""]","[""< 15 Mins"", ""Easy""]",[],Beverages,31.6,0.0,0.0,0.0,1.8,8.2,0.1,7.8,0.1,"[""Shake with ice, serve straight up.""]"
190637,Apple Cider Jelly,10,5,15,"[""apple cider"", ""sugar"", ""cinnamon""]","[""6"", ""4"", ""1/2"", ""1""]","[""Apple"", ""Fruit"", ""< 15 Mins"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/06/37/pic9UionK.jpg""]",Jellies,444.8,0.0,0.0,0.0,30.0,115.0,0.1,114.1,0.0,"[""In a small bowl, mix together 1/4 cup of the sugar and the powdered pectin. Set aside."", ""Pour the apple cider into a cooking pot."", ""Add the pectin/sugar mixture to juice in the cooking pot; Stir vigorously and well."", ""Bring mixture to full rolling boil stirring constantly."", ""Stir in remaining sugar and the cinnamon. Return to full rolling boil and boil for one-minute, stirring constantly."", ""Remove from heat. Skim off any foam."", ""Ladle into sterilized jars to within 1/8 inch of tops."", ""Seal and process five-minutes in boiling water bath.""]"
485185,Brioche,35,180,215,"[""water"", ""kosher salt"", ""eggs"", ""butter"", ""honey"", ""all-purpose flour""]","[""1 1/2"", ""1 1/2"", ""1 1/2"", ""8"", ""1 1/2"", ""1/2"", ""7 1/2""]","[""European"", ""< 4 Hours"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/85/pkvLmZtT4uQdabWumv7M-Pammys-Brioche-3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/85/qmKzrALpTga7OGjP6FkI-Pammys-Brioche-2.jpg""]",Breads,1749.9,81.2,47.3,555.0,3377.3,216.4,7.6,35.9,39.4,"[""Mix the first 6 ingredients in a stand mixer, or by hand until combined. Without kneading, mix in the flour, a cup at a time."", ""Put the dough in a large Tupperware container. You may have lumps, but don't worry, they will disappear during the resting time. Remember, you are NOT kneading this dough!"", ""Let sit on the counter until it has doubled and collapsed in on itself, about 2 hours."", ""You can form it now, and bake, but it is such a soft dough, it is difficult to work with, so I put it in the refrigerator, covered loosely, overnight."", ""When you are ready to form into a bread or pastry, take it out, cut off a grapefruit sized portion, about a pound, form it into whatever shape you want, rolls, loaves, etc. and brush with the egg wash."", ""Let sit for one hour and twenty minutes. Meanwhile, preheat your oven to 350\u00b0F."", ""Bake as directed , loaves 35-40 minutes or so, rolls, slightly less."", ""The dough will keep in the fridge for a week, just cut off a hunk when you want some fresh sweet bread.It can also be frozen for up to 2 months.""]"
402062,Oatmeal Whole Wheat Quick Bread,20,5,25,"[""rolled oats"", ""whole wheat flour"", ""baking powder"", ""salt"", ""honey"", ""olive oil"", ""1% low-fat milk""]","[""1"", ""1"", ""2"", ""1/2"", ""1 1/2"", ""1"", ""1""]","[""Low Cholesterol"", ""Healthy"", ""High In..."", ""< 30 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/20/62/pic6R3V1X.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/20/62/pic84daBe.jpg""]",Breads,129.7,3.0,0.6,1.5,250.6,22.7,2.6,5.0,4.3,"[""Preheat oven to 425."", ""Grind oatmeal in a food processor or blender."", ""In a large bowl, combine oatmeal, flour, baking powder, and salt."", ""In a separate bowl, dissolve honey in oil then stir in milk."", ""Combine both mixtures and stir."", ""Turn out onto a lightly loiled baking sheet and bake for about 20 minutes.""]"
8779,Spicy Green Rice,30,10,40,"[""rice"", ""mint leaf"", ""coriander leaves"", ""cloves"", ""cinnamon sticks"", ""cardamoms"", ""onions"", ""green chilies"", ""water"", ""salt""]","[""4"", ""1"", ""1"", ""1"", ""6"", ""6"", ""3"", ""2"", ""10"", ""2"", ""6"", ""1""]","[""Rice"", ""Vegetable"", ""Asian"", ""Indian"", ""Vegan"", ""Winter"", ""Spicy"", ""< 60 Mins"", ""Stove Top"", ""Easy""]",[],Lunch/Snacks,517.4,1.0,0.2,0.0,21.6,114.6,4.1,5.4,10.9,"[""Blanch spinach leaves, mint leaves and corriander leaves."", ""Grind to a paste."", ""In a heavy bottomed vessel, heat oil."", ""Add cloves, cardamoms, cinnamons, javitri and the ginger-garlic paste."", ""Saute for a while."", ""Add chopped onions and slit green chillies."", ""Fry till light golden brown in colour."", ""Then, add the green paste."", ""Cook for a few minutes."", ""Add the washed, cleanedand drained rice."", ""Then add the water and salt."", ""Cook till rice is done."", ""Serve hot, garnished with corriander leaves.""]"
429056,Wine Braised Leeks With Red Pepper &amp; Shiitakes,18,5,23,"[""leeks"", ""light olive oil"", ""dry white wine"", ""red bell peppers""]","[""2"", ""1"", ""1/2"", ""4"", ""2""]","[""Vegetable"", ""Welsh"", ""European"", ""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""Kosher"", ""Free Of..."", ""Savory"", ""< 30 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/90/56/picFaW1je.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/90/56/piczVcB98.jpg""]",Peppers,112.7,3.8,0.5,0.0,12.8,14.7,2.6,5.7,1.7,"[""Trim away the bottom and the large green leaves of the leeks.  Use the white and lightest green parts of the leek.  Cut them down the center lengthwise and then chop into 1/4 inch thick slices.  Rinse."", ""Heat oil in large skillet and add the leeks and half of the white wine.  Cook, covered, for 8-10 minutes until the leeks have softened."", ""Add the mushrooms, bell peppers, and the remaining wine.  Cook, covered for 6-8 minutes until the mushrooms are wilted and the peppers are tender-crisp.  Season to taste with salt & pepper, Enjoy!""]"
359403,&quot; Welcome Home &quot; Ginger Molasses Cookies,45,20,65,"[""flour"", ""baking soda"", ""cinnamon"", ""ginger"", ""clove"", ""allspice"", ""salt"", ""shortening"", ""butter"", ""egg"", ""molasses"", ""dark brown sugar"", ""granulated sugar""]","[""2"", ""2"", ""1"", ""2"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""1"", ""1/3"", ""3/4"", ""1/2""]","[""Cookie & Brownie"", ""For Large Groups"", ""< 4 Hours""]",[],Dessert,101.5,4.3,1.6,9.3,116.5,15.0,0.2,8.9,0.9,"[""Combine flour, baking soda, spices, and salt in a small bowl. Whisk together."", ""Combine brown sugar, shortening, and butter. Beat well."", ""Add egg and molasses. Beat well."", ""Add flour mixture. Mix until combined."", ""Chill dough for at least 30 minutes, preferably longer."", ""Preheat oven to 350 degrees."", ""Form dough into 1 1/4 inch balls. Roll in granulated sugar and place on cookie sheet."", ""Bake at 350 degrees for approximately 11-12 minutes, or until cookies are cracked slightly on top but are still very soft to the touch."", ""Allow to cool 2 minutes  on cookie sheet, then move to rack to cool completely before storing.""]"
459132,Tex-Mex Pork,20,5,25,"[""salsa"", ""long grain rice"", ""light sour cream"", ""avocado"", ""kosher salt"", ""black pepper"", ""water""]","[""1"", ""1 1/2"", ""2"", ""1/4"", ""3/4"", ""3/4"", ""3/4"", ""1/4""]","[""Long Grain Rice"", ""Pork"", ""Rice"", ""Meat"", ""Healthy"", ""Weeknight"", ""< 30 Mins""]",[],One Dish Meal,565.9,10.4,3.1,78.7,986.1,83.7,4.8,3.3,32.6,"[""Heat a large nonstick skillet over medium-high heat, and coat with cooking spray."", ""Add pork, and sprinkle with kosher salt, and black pepper."", ""Saute for 8 minutes or until lightly browned."", ""Add salsa and water to pan, and bring to a boil."", ""Reduce heat and simmer for 5 minutes, or until slightly thickened."", ""Serve pork mixture over rice, and top with sour cream and avocado.""]"
77551,Easy Slow Cooker Beef Veggie Soup,240,30,270,"[""lean ground beef"", ""onion"", ""salt"", ""pepper"", ""water"", ""potatoes"", ""Italian-style diced tomatoes"", ""celery"", ""carrot"", ""sugar"", ""dried parsley flakes"", ""dried basil"", ""bay leaf""]","[""1"", ""1"", ""1/2"", ""1/4"", ""3"", ""3"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1""]","[""Weeknight""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/55/1/picFljSwr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/55/1/picse9sVr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/55/1/pic1tijuX.jpg""]",Meat,200.6,5.9,2.4,36.9,431.7,23.4,3.7,6.4,14.0,"[""In a nonstick skillet cook beef and onion over medium heat until meat is no longer pink; drain."", ""Transfer to a 5-qt slow cooker."", ""Add the remaining ingredients."", ""Cover and cook on low for about 4 hours or until vegetables are tender."", ""Discard bay leaf before serving.""]"
453844,"Baked Penne With Chicken, Broccoli, and Mushrooms",15,45,60,"[""unsalted butter"", ""salt"", ""broccoli"", ""penne"", ""olive oil"", ""cremini mushrooms"", ""onion"", ""garlic cloves"", ""fresh thyme leave"", ""all-purpose flour"", ""white wine"", ""dried porcini mushrooms"", ""low sodium chicken broth"", ""heavy cream"", ""boneless skinless chicken breasts"", ""asiago cheese"", ""ground black pepper""]","[""4"", ""2"", ""1"", ""3/4"", ""3"", ""1 1/4"", ""1"", ""8"", ""1"", ""1/4"", ""1"", ""1/4"", ""2"", ""1"", ""1 1/2"", ""2"", ""1/4""]","[""Poultry"", ""Meat"", ""< 60 Mins"", ""Oven""]",[],Chicken,638.9,23.6,10.3,102.9,248.0,72.4,10.2,10.4,38.1,"[""Topping: process the bread and butter in a food processor fitted with the steel blade until coarsely ground, about six 1-second pulses; set aside."", ""Filling: adjust an oven rack to the middle position; preheat oven to 400\u00b0."", ""Bring 4 quarts of water to a boil in a Dutch oven over high heat."", ""Stir in 1 T salt and the broccoli; cook until bright green, about 1 minute."", ""Remove the broccoli using a slotted spoon or wire spider and spread it out on a baking sheet to cool."", ""Return the water to a boil; add in the pasta and cook, stirring occasionally, until al dente."", ""Drain the pasta and toss with 1 T olive oil; leave it in the colander and set aside."", ""Wipe the pot dry; add in the remaining 2 T oil and return to medium heat until shimmering."", ""Add in the cremini and 3/4 t salt; cook until the mushrooms have released their juices and are brown around the edges, about 10 minutes."", ""Add in the onion and cook until softened and beginning to brown, about 8 minutes."", ""Stir in the garlic and thyme; cook until fragrant, about 30 seconds."", ""Add in the flour and cook, stirring constantly, until golden, about 1 minute."", ""Slowly whisk in the wine and the dried porcini with their reserved liquid; cook until the liquid is almost evaporated, about 1 minute."", ""Slowly whisk in the broth and cream; bring to a simmer, whisking often."", ""Add in the chicken and cook, stirring occasionally, until no longer pink, about 4 minutes."", ""Off the heat, stir in the Asiago and pepper."", ""Add in the cooked pasta and broccoli to the sauce; stir to combine."", ""Transfer to a 13 x 9 inch baking dish and sprinkle with the bread crumb topping."", ""Bake until the casserole is bubbling and the crumbs are lightly browned, about 15 minutes."", ""Serve immediately.""]"
